decision_similarity,exact_scenario_match,neighbor_seed_id,neighbor_split,overall_similarity,proposal_seed_id,rule_overlap,same_hazard,scenario_similarity,text_similarity
0.019,False,ss_seed_003,train,0.202,ss_expansion_b01_001,0.0,False,0.202,0.149
0.0,False,ss_seed_011,train,0.202,ss_expansion_b01_001,0.0,False,0.202,0.129
0.0,False,ss_seed_019,dev,0.202,ss_expansion_b01_001,0.0,False,0.202,0.157
0.056,False,ss_seed_187,train,0.183,ss_expansion_b01_001,0.0,False,0.183,0.138
0.018,False,ss_seed_139,dev,0.176,ss_expansion_b01_001,0.0,False,0.176,0.125
0.147,False,ss_expansion_b01_001,train,0.214,ss_expansion_b01_002,0.25,True,0.149,0.214
0.065,False,ss_seed_186,train,0.159,ss_expansion_b01_002,0.0,False,0.101,0.159
0.021,False,ss_seed_190,train,0.155,ss_expansion_b01_002,0.0,False,0.138,0.155
0.044,False,ss_seed_154,train,0.154,ss_expansion_b01_002,0.0,False,0.154,0.12
0.065,False,ss_seed_193,train,0.153,ss_expansion_b01_002,0.0,False,0.083,0.153
0.064,False,ss_seed_077,train,0.213,ss_expansion_b01_003,0.0,False,0.171,0.213
0.04,False,ss_seed_080,train,0.199,ss_expansion_b01_003,0.0,False,0.104,0.199
0.041,False,ss_seed_071,train,0.192,ss_expansion_b01_003,0.0,False,0.171,0.192
0.064,False,ss_seed_086,final_eval,0.191,ss_expansion_b01_003,0.0,False,0.12,0.191
0.041,False,ss_seed_081,dev,0.189,ss_expansion_b01_003,0.0,False,0.099,0.189
0.147,False,ss_expansion_b01_003,train,0.202,ss_expansion_b01_004,0.0,True,0.076,0.202
0.174,False,ss_expansion_b01_001,train,0.182,ss_expansion_b01_004,0.0,True,0.059,0.182
0.087,False,ss_seed_068,final_eval,0.153,ss_expansion_b01_004,0.0,False,0.132,0.153
0.02,False,ss_seed_126,train,0.153,ss_expansion_b01_004,0.0,False,0.06,0.153
0.065,False,ss_seed_071,train,0.152,ss_expansion_b01_004,0.0,False,0.096,0.152
0.109,False,ss_expansion_b01_004,train,0.2,ss_expansion_b01_005,0.0,True,0.099,0.2
0.159,False,ss_expansion_b01_003,train,0.194,ss_expansion_b01_005,0.0,True,0.11,0.194
0.175,False,ss_seed_188,train,0.188,ss_expansion_b01_005,0.0,False,0.15,0.188
0.189,False,ss_seed_189,train,0.18,ss_expansion_b01_005,0.0,False,0.07,0.151
0.189,False,ss_seed_196,dev,0.18,ss_expansion_b01_005,0.0,False,0.126,0.173
0.186,False,ss_expansion_b01_004,train,0.201,ss_expansion_b01_006,0.0,True,0.107,0.201
0.2,False,ss_expansion_b01_003,train,0.19,ss_expansion_b01_006,0.0,True,0.167,0.176
0.102,False,ss_expansion_b01_005,train,0.187,ss_expansion_b01_006,0.0,True,0.165,0.187
0.136,False,ss_expansion_b01_001,train,0.164,ss_expansion_b01_006,0.0,True,0.081,0.164
0.0,False,ss_seed_173,train,0.154,ss_expansion_b01_006,0.0,False,0.095,0.154
0.19,False,ss_expansion_b01_003,train,0.237,ss_expansion_b01_007,0.0,True,0.183,0.237
0.111,False,ss_seed_082,dev,0.228,ss_expansion_b01_007,0.0,False,0.149,0.228
0.054,False,ss_seed_086,final_eval,0.202,ss_expansion_b01_007,0.0,False,0.148,0.202
0.053,False,ss_seed_081,dev,0.201,ss_expansion_b01_007,0.0,False,0.103,0.201
0.111,False,ss_seed_075,train,0.197,ss_expansion_b01_007,0.0,False,0.104,0.197
0.179,False,ss_expansion_b01_001,train,0.196,ss_expansion_b01_008,0.25,True,0.147,0.196
0.067,False,ss_seed_002,train,0.156,ss_expansion_b01_008,0.0,False,0.106,0.156
0.153,False,ss_expansion_b01_006,train,0.153,ss_expansion_b01_008,0.0,True,0.074,0.153
0.093,False,ss_seed_048,final_eval,0.152,ss_expansion_b01_008,0.0,False,0.152,0.136
0.0,False,ss_seed_018,dev,0.147,ss_expansion_b01_008,0.0,False,0.106,0.147
0.167,False,ss_expansion_b01_003,train,0.199,ss_expansion_b01_009,0.25,False,0.104,0.199
0.051,False,ss_seed_079,train,0.185,ss_expansion_b01_009,0.0,False,0.133,0.185
0.192,False,ss_expansion_b01_006,train,0.183,ss_expansion_b01_009,0.0,False,0.107,0.155
0.097,False,ss_expansion_b01_004,train,0.175,ss_expansion_b01_009,0.0,False,0.106,0.175
0.05,False,ss_seed_056,train,0.165,ss_expansion_b01_009,0.0,False,0.084,0.165
0.278,False,ss_expansion_b01_008,train,0.264,ss_expansion_b01_010,0.0,False,0.084,0.141
0.206,False,ss_expansion_b01_001,train,0.196,ss_expansion_b01_010,0.0,False,0.08,0.135
0.145,False,ss_expansion_b01_009,train,0.195,ss_expansion_b01_010,0.0,True,0.146,0.195
0.179,False,ss_expansion_b01_005,train,0.19,ss_expansion_b01_010,0.0,False,0.19,0.178
0.023,False,ss_seed_164,train,0.162,ss_expansion_b01_010,0.0,False,0.162,0.132
0.34,False,ss_expansion_b01_005,train,0.323,ss_expansion_b01_011,0.0,False,0.177,0.215
0.123,False,ss_expansion_b01_009,train,0.201,ss_expansion_b01_011,0.0,True,0.115,0.201
0.098,False,ss_seed_196,dev,0.181,ss_expansion_b01_011,0.0,False,0.181,0.175
0.0,False,ss_seed_050,train,0.176,ss_expansion_b01_011,0.0,False,0.082,0.176
0.0,False,ss_seed_055,train,0.176,ss_expansion_b01_011,0.0,False,0.107,0.176
0.148,False,ss_expansion_b01_010,train,0.262,ss_expansion_b01_012,0.0,True,0.214,0.262
0.18,False,ss_expansion_b01_009,train,0.243,ss_expansion_b01_012,0.0,True,0.133,0.243
0.125,False,ss_expansion_b01_011,train,0.211,ss_expansion_b01_012,0.0,True,0.145,0.211
0.025,False,ss_seed_062,dev,0.202,ss_expansion_b01_012,0.0,False,0.125,0.202
0.131,False,ss_expansion_b01_003,train,0.202,ss_expansion_b01_012,0.0,False,0.148,0.202
0.186,False,ss_expansion_b01_011,train,0.243,ss_expansion_b01_013,0.0,True,0.138,0.243
0.222,False,ss_expansion_b01_009,train,0.211,ss_expansion_b01_013,0.0,True,0.089,0.192
0.131,False,ss_expansion_b01_005,train,0.188,ss_expansion_b01_013,0.0,False,0.143,0.188
0.14,False,ss_expansion_b01_012,train,0.178,ss_expansion_b01_013,0.0,True,0.152,0.178
0.064,False,ss_seed_187,train,0.169,ss_expansion_b01_013,0.0,False,0.115,0.169
0.153,False,ss_expansion_b01_011,train,0.231,ss_expansion_b01_014,0.0,True,0.091,0.231
0.145,False,ss_expansion_b01_012,train,0.206,ss_expansion_b01_014,0.0,True,0.112,0.206
0.185,False,ss_expansion_b01_009,train,0.203,ss_expansion_b01_014,0.0,True,0.123,0.203
0.2,False,ss_expansion_b01_004,train,0.19,ss_expansion_b01_014,0.0,False,0.083,0.157
0.196,False,ss_expansion_b01_010,train,0.187,ss_expansion_b01_014,0.0,True,0.123,0.164
0.292,False,ss_expansion_b01_012,train,0.277,ss_expansion_b01_015,0.0,True,0.132,0.206
0.222,False,ss_expansion_b01_010,train,0.211,ss_expansion_b01_015,0.0,True,0.131,0.183
0.105,False,ss_expansion_b01_009,train,0.203,ss_expansion_b01_015,0.0,True,0.131,0.203
0.136,False,ss_expansion_b01_011,train,0.189,ss_expansion_b01_015,0.0,True,0.114,0.189
0.188,False,ss_expansion_b01_001,train,0.178,ss_expansion_b01_015,0.0,False,0.101,0.136
0.207,False,ss_expansion_b01_011,train,0.227,ss_expansion_b01_016,0.25,True,0.141,0.227
0.232,False,ss_expansion_b01_005,train,0.221,ss_expansion_b01_016,0.0,False,0.146,0.169
0.125,False,ss_expansion_b01_013,train,0.216,ss_expansion_b01_016,0.0,True,0.149,0.216
0.082,False,ss_expansion_b01_009,train,0.202,ss_expansion_b01_016,0.0,True,0.103,0.202
0.083,False,ss_expansion_b01_012,train,0.176,ss_expansion_b01_016,0.0,True,0.118,0.176
0.021,False,ss_seed_192,train,0.221,ss_train_b02_001,0.0,False,0.221,0.168
0.049,False,ss_seed_046,final_eval,0.209,ss_train_b02_001,0.0,False,0.209,0.172
0.0,False,ss_seed_068,final_eval,0.209,ss_train_b02_001,0.0,False,0.209,0.206
0.047,False,ss_seed_000,train,0.208,ss_train_b02_001,0.0,False,0.208,0.178
0.0,False,ss_seed_008,train,0.208,ss_train_b02_001,0.0,False,0.208,0.167
0.021,False,ss_seed_136,train,0.255,ss_train_b02_002,0.0,False,0.122,0.255
0.0,False,ss_seed_131,train,0.23,ss_train_b02_002,0.0,False,0.163,0.23
0.021,False,ss_seed_129,train,0.226,ss_train_b02_002,0.0,False,0.141,0.226
0.022,False,ss_seed_139,dev,0.223,ss_train_b02_002,0.0,False,0.152,0.223
0.022,False,ss_seed_124,train,0.222,ss_train_b02_002,0.0,False,0.189,0.222
0.083,False,ss_seed_131,train,0.178,ss_train_b02_003,0.0,False,0.127,0.178
0.061,False,ss_seed_190,train,0.177,ss_train_b02_003,0.0,False,0.108,0.177
0.109,False,ss_expansion_b01_005,train,0.176,ss_train_b02_003,0.0,False,0.174,0.176
0.061,False,ss_seed_128,train,0.17,ss_train_b02_003,0.0,False,0.127,0.17
0.04,False,ss_seed_187,train,0.169,ss_train_b02_003,0.0,False,0.105,0.169
0.098,False,ss_seed_068,final_eval,0.2,ss_train_b02_004,0.0,False,0.126,0.2
0.023,False,ss_seed_052,train,0.193,ss_train_b02_004,0.0,False,0.148,0.193
0.098,False,ss_seed_062,dev,0.19,ss_train_b02_004,0.0,False,0.105,0.19
0.073,False,ss_seed_070,train,0.172,ss_train_b02_004,0.0,False,0.07,0.172
0.073,False,ss_seed_071,train,0.172,ss_train_b02_004,0.0,False,0.118,0.172
0.04,False,ss_seed_050,train,0.196,ss_train_b02_005,0.0,False,0.113,0.196
0.04,False,ss_seed_171,train,0.188,ss_train_b02_005,0.0,False,0.101,0.188
0.059,False,ss_seed_193,train,0.181,ss_train_b02_005,0.0,False,0.089,0.181
0.04,False,ss_seed_170,train,0.18,ss_train_b02_005,0.0,False,0.096,0.18
0.038,False,ss_seed_130,train,0.178,ss_train_b02_005,0.0,False,0.085,0.178
0.043,False,ss_seed_131,train,0.211,ss_train_b02_006,0.0,False,0.182,0.211
0.045,False,ss_seed_051,train,0.205,ss_train_b02_006,0.0,False,0.131,0.205
0.0,False,ss_seed_050,train,0.203,ss_train_b02_006,0.0,False,0.141,0.203
0.0,False,ss_seed_065,dev,0.198,ss_train_b02_006,0.0,False,0.143,0.198
0.0,False,ss_seed_055,train,0.194,ss_train_b02_006,0.0,False,0.12,0.194
0.023,False,ss_seed_155,train,0.187,ss_train_b02_007,0.0,False,0.119,0.187
0.047,False,ss_seed_050,train,0.185,ss_train_b02_007,0.0,False,0.15,0.185
0.071,False,ss_seed_154,train,0.182,ss_train_b02_007,0.0,False,0.128,0.182
0.048,False,ss_seed_082,dev,0.179,ss_train_b02_007,0.0,False,0.179,0.17
0.0,False,ss_seed_047,final_eval,0.173,ss_train_b02_007,0.0,False,0.111,0.173
0.049,False,ss_seed_082,dev,0.151,ss_train_b02_008,0.0,False,0.081,0.151
0.0,False,ss_seed_199,final_eval,0.151,ss_train_b02_008,0.0,False,0.124,0.151
0.0,False,ss_seed_130,train,0.149,ss_train_b02_008,0.0,False,0.111,0.149
0.14,False,ss_expansion_b01_015,train,0.149,ss_train_b02_008,0.0,False,0.127,0.149
0.048,False,ss_seed_024,final_eval,0.147,ss_train_b02_008,0.0,False,0.074,0.147
0.175,False,ss_expansion_b01_013,train,0.166,ss_train_b02_009,0.0,False,0.121,0.131
0.109,False,ss_expansion_b01_015,train,0.149,ss_train_b02_009,0.0,False,0.125,0.149
0.042,False,ss_seed_080,train,0.141,ss_train_b02_009,0.0,False,0.115,0.141
0.021,False,ss_seed_087,final_eval,0.137,ss_train_b02_009,0.0,False,0.137,0.109
0.042,False,ss_seed_113,train,0.137,ss_train_b02_009,0.0,False,0.112,0.137
0.023,False,ss_seed_152,train,0.171,ss_train_b02_010,0.0,False,0.171,0.142
0.023,False,ss_seed_158,dev,0.167,ss_train_b02_010,0.0,False,0.167,0.157
0.073,False,ss_seed_048,final_eval,0.166,ss_train_b02_010,0.0,False,0.094,0.166
0.098,False,ss_train_b02_006,train,0.165,ss_train_b02_010,0.0,False,0.115,0.165
0.071,False,ss_seed_146,train,0.159,ss_train_b02_010,0.0,False,0.159,0.135
0.0,False,ss_seed_018,dev,0.156,ss_train_b02_011,0.0,False,0.116,0.156
0.095,False,ss_expansion_b01_015,train,0.156,ss_train_b02_011,0.0,False,0.091,0.156
0.068,False,ss_seed_037,train,0.15,ss_train_b02_011,0.0,False,0.098,0.15
0.062,False,ss_expansion_b01_005,train,0.148,ss_train_b02_011,0.0,False,0.148,0.147
0.067,False,ss_seed_062,dev,0.146,ss_train_b02_011,0.0,False,0.082,0.146
0.298,False,ss_train_b02_003,train,0.283,ss_train_b02_012,0.0,False,0.163,0.218
0.078,False,ss_expansion_b01_015,train,0.176,ss_train_b02_012,0.0,False,0.176,0.154
0.02,False,ss_seed_190,train,0.173,ss_train_b02_012,0.0,False,0.129,0.173
0.043,False,ss_seed_140,dev,0.163,ss_train_b02_012,0.0,False,0.113,0.163
0.064,False,ss_seed_145,final_eval,0.156,ss_train_b02_012,0.0,False,0.112,0.156
0.161,False,ss_expansion_b01_012,train,0.223,ss_train_b02_013,0.0,False,0.16,0.223
0.043,False,ss_seed_055,train,0.214,ss_train_b02_013,0.0,False,0.102,0.214
0.044,False,ss_seed_060,train,0.21,ss_train_b02_013,0.0,False,0.13,0.21
0.043,False,ss_seed_062,dev,0.205,ss_train_b02_013,0.0,False,0.114,0.205
0.091,False,ss_seed_063,dev,0.203,ss_train_b02_013,0.0,False,0.138,0.203
0.068,False,ss_seed_067,final_eval,0.235,ss_train_b02_014,0.0,False,0.14,0.235
0.043,False,ss_seed_066,final_eval,0.207,ss_train_b02_014,0.0,False,0.207,0.185
0.068,False,ss_seed_060,train,0.202,ss_train_b02_014,0.0,False,0.161,0.202
0.043,False,ss_seed_051,train,0.195,ss_train_b02_014,0.0,False,0.103,0.195
0.067,False,ss_seed_065,dev,0.195,ss_train_b02_014,0.0,False,0.102,0.195
0.02,False,ss_seed_148,train,0.186,ss_train_b02_015,0.0,False,0.186,0.132
0.042,False,ss_seed_025,train,0.182,ss_train_b02_015,0.0,False,0.085,0.182
0.164,False,ss_expansion_b01_015,train,0.176,ss_train_b02_015,0.0,False,0.106,0.176
0.02,False,ss_seed_154,train,0.174,ss_train_b02_015,0.0,False,0.174,0.123
0.041,False,ss_seed_176,dev,0.171,ss_train_b02_015,0.0,False,0.103,0.171
0.07,False,ss_expansion_b01_015,train,0.183,ss_train_b02_016,0.0,False,0.183,0.151
0.137,False,ss_train_b02_005,train,0.164,ss_train_b02_016,0.0,False,0.125,0.164
0.019,False,ss_seed_006,train,0.148,ss_train_b02_016,0.0,False,0.148,0.126
0.019,False,ss_seed_014,train,0.148,ss_train_b02_016,0.0,False,0.148,0.112
0.019,False,ss_seed_028,train,0.147,ss_train_b02_016,0.0,False,0.105,0.147
0.0,False,ss_seed_022,final_eval,0.2,ss_train_exp_b03_001,0.0,False,0.2,0.16
0.0,False,ss_seed_050,train,0.197,ss_train_exp_b03_001,0.0,False,0.197,0.165
0.0,False,ss_seed_061,train,0.194,ss_train_exp_b03_001,0.0,False,0.194,0.145
0.024,False,ss_seed_111,train,0.192,ss_train_exp_b03_001,0.0,False,0.192,0.173
0.0,False,ss_seed_054,train,0.191,ss_train_exp_b03_001,0.0,False,0.191,0.145
0.093,False,ss_seed_025,train,0.228,ss_train_exp_b03_002,0.0,False,0.133,0.228
0.065,False,ss_train_exp_b03_001,train,0.228,ss_train_exp_b03_002,0.0,True,0.169,0.228
0.093,False,ss_seed_040,dev,0.213,ss_train_exp_b03_002,0.0,False,0.071,0.213
0.021,False,ss_seed_008,train,0.198,ss_train_exp_b03_002,0.0,False,0.111,0.198
0.0,False,ss_seed_022,final_eval,0.193,ss_train_exp_b03_002,0.0,False,0.126,0.193
0.197,False,ss_expansion_b01_005,train,0.187,ss_train_exp_b03_003,0.0,False,0.118,0.143
0.02,False,ss_seed_086,final_eval,0.184,ss_train_exp_b03_003,0.0,False,0.141,0.184
0.04,False,ss_seed_065,dev,0.179,ss_train_exp_b03_003,0.0,False,0.086,0.179
0.02,False,ss_seed_077,train,0.178,ss_train_exp_b03_003,0.0,False,0.132,0.178
0.127,False,ss_expansion_b01_003,train,0.172,ss_train_exp_b03_003,0.0,False,0.127,0.172
0.043,False,ss_seed_154,train,0.201,ss_train_exp_b03_004,0.0,False,0.19,0.201
0.111,False,ss_expansion_b01_015,train,0.189,ss_train_exp_b03_004,0.0,False,0.189,0.156
0.127,False,ss_train_b02_006,train,0.181,ss_train_exp_b03_004,0.0,False,0.154,0.181
0.062,False,ss_seed_194,dev,0.176,ss_train_exp_b03_004,0.0,False,0.159,0.176
0.0,False,ss_seed_050,train,0.168,ss_train_exp_b03_004,0.0,False,0.129,0.168
0.0,False,ss_seed_195,dev,0.152,ss_train_exp_b03_005,0.0,False,0.053,0.152
0.119,False,ss_expansion_b01_015,train,0.152,ss_train_exp_b03_005,0.0,False,0.125,0.152
0.0,False,ss_seed_187,train,0.149,ss_train_exp_b03_005,0.0,False,0.083,0.149
0.0,False,ss_seed_196,dev,0.148,ss_train_exp_b03_005,0.0,False,0.101,0.148
0.086,False,ss_train_b02_016,train,0.148,ss_train_exp_b03_005,0.0,False,0.096,0.148
0.022,False,ss_seed_140,dev,0.178,ss_train_exp_b03_006,0.0,False,0.096,0.178
0.021,False,ss_seed_197,final_eval,0.174,ss_train_exp_b03_006,0.0,False,0.072,0.174
0.021,False,ss_seed_124,train,0.171,ss_train_exp_b03_006,0.0,False,0.068,0.171
0.079,False,ss_train_exp_b03_005,train,0.17,ss_train_exp_b03_006,0.0,True,0.049,0.17
0.021,False,ss_seed_190,train,0.168,ss_train_exp_b03_006,0.0,False,0.101,0.168
0.127,False,ss_train_b02_006,train,0.199,ss_train_exp_b03_007,0.0,False,0.165,0.199
0.067,False,ss_seed_106,train,0.178,ss_train_exp_b03_007,0.0,False,0.075,0.178
0.021,False,ss_seed_111,train,0.17,ss_train_exp_b03_007,0.0,False,0.111,0.17
0.172,False,ss_train_exp_b03_001,train,0.164,ss_train_exp_b03_007,0.0,False,0.159,0.163
0.067,False,ss_seed_121,final_eval,0.163,ss_train_exp_b03_007,0.0,False,0.097,0.163
0.023,False,ss_seed_112,train,0.225,ss_train_exp_b03_008,0.0,False,0.172,0.225
0.1,False,ss_seed_117,dev,0.221,ss_train_exp_b03_008,0.0,False,0.147,0.221
0.164,False,ss_train_exp_b03_001,train,0.212,ss_train_exp_b03_008,0.0,True,0.151,0.212
0.062,False,ss_train_exp_b03_002,train,0.212,ss_train_exp_b03_008,0.0,True,0.141,0.212
0.1,False,ss_seed_111,train,0.199,ss_train_exp_b03_008,0.0,False,0.145,0.199
0.05,False,ss_seed_024,final_eval,0.198,ss_train_exp_b03_009,0.0,False,0.076,0.198
0.05,False,ss_seed_003,train,0.187,ss_train_exp_b03_009,0.0,False,0.068,0.187
0.0,False,ss_seed_004,train,0.187,ss_train_exp_b03_009,0.0,False,0.079,0.187
0.0,False,ss_seed_013,train,0.186,ss_train_exp_b03_009,0.0,False,0.087,0.186
0.0,False,ss_seed_007,train,0.182,ss_train_exp_b03_009,0.0,False,0.049,0.182
0.281,False,ss_train_exp_b03_004,train,0.267,ss_train_exp_b03_010,0.0,True,0.096,0.202
0.021,False,ss_seed_126,train,0.192,ss_train_exp_b03_010,0.0,False,0.08,0.192
0.041,False,ss_seed_136,train,0.188,ss_train_exp_b03_010,0.0,False,0.067,0.188
0.095,False,ss_expansion_b01_005,train,0.182,ss_train_exp_b03_010,0.0,False,0.107,0.182
0.179,False,ss_expansion_b01_001,train,0.181,ss_train_exp_b03_010,0.0,False,0.063,0.181
0.196,False,ss_train_exp_b03_008,train,0.187,ss_train_exp_b03_011,0.333,True,0.118,0.162
0.095,False,ss_train_exp_b03_002,train,0.186,ss_train_exp_b03_011,0.0,True,0.156,0.186
0.0,False,ss_seed_082,dev,0.185,ss_train_exp_b03_011,0.0,False,0.185,0.159
0.109,False,ss_train_exp_b03_004,train,0.182,ss_train_exp_b03_011,0.0,False,0.114,0.182
0.022,False,ss_seed_113,train,0.175,ss_train_exp_b03_011,0.0,False,0.117,0.175
0.091,False,ss_seed_088,train,0.245,ss_train_exp_b03_012,0.0,False,0.147,0.245
0.07,False,ss_seed_100,dev,0.225,ss_train_exp_b03_012,0.0,False,0.149,0.225
0.07,False,ss_seed_093,train,0.224,ss_train_exp_b03_012,0.0,False,0.064,0.224
0.067,False,ss_seed_094,train,0.208,ss_train_exp_b03_012,0.0,False,0.149,0.208
0.07,False,ss_seed_103,final_eval,0.206,ss_train_exp_b03_012,0.0,False,0.094,0.206
0.098,False,ss_train_exp_b03_008,train,0.22,ss_train_exp_b03_013,0.0,True,0.081,0.22
0.131,False,ss_train_exp_b03_002,train,0.209,ss_train_exp_b03_013,0.0,True,0.148,0.209
0.172,False,ss_train_exp_b03_011,train,0.185,ss_train_exp_b03_013,0.0,True,0.111,0.185
0.022,False,ss_seed_010,train,0.165,ss_train_exp_b03_013,0.0,False,0.071,0.165
0.023,False,ss_seed_012,train,0.164,ss_train_exp_b03_013,0.0,False,0.104,0.164
0.083,False,ss_expansion_b01_012,train,0.203,ss_train_exp_b03_014,0.0,False,0.173,0.203
0.143,False,ss_train_exp_b03_010,train,0.203,ss_train_exp_b03_014,0.0,True,0.127,0.203
0.0,False,ss_seed_086,final_eval,0.188,ss_train_exp_b03_014,0.0,False,0.188,0.164
0.0,False,ss_seed_150,train,0.185,ss_train_exp_b03_014,0.0,False,0.185,0.134
0.043,False,ss_train_exp_b03_007,train,0.184,ss_train_exp_b03_014,0.0,True,0.113,0.184
0.098,False,ss_seed_002,train,0.226,ss_train_exp_b03_015,0.0,False,0.164,0.226
0.047,False,ss_seed_018,dev,0.222,ss_train_exp_b03_015,0.0,False,0.164,0.222
0.047,False,ss_seed_014,train,0.199,ss_train_exp_b03_015,0.0,False,0.125,0.199
0.129,False,ss_train_exp_b03_004,train,0.199,ss_train_exp_b03_015,0.0,True,0.116,0.199
0.045,False,ss_seed_008,train,0.197,ss_train_exp_b03_015,0.0,False,0.134,0.197
0.047,False,ss_train_exp_b03_008,train,0.2,ss_train_exp_b03_016,0.0,True,0.085,0.2
0.153,False,ss_train_exp_b03_011,train,0.2,ss_train_exp_b03_016,0.0,True,0.085,0.2
0.164,False,ss_train_exp_b03_009,train,0.193,ss_train_exp_b03_016,0.0,True,0.068,0.193
0.183,False,ss_train_exp_b03_004,train,0.188,ss_train_exp_b03_016,0.0,False,0.082,0.188
0.083,False,ss_train_exp_b03_001,train,0.185,ss_train_exp_b03_016,0.0,True,0.076,0.185
0.113,False,ss_train_exp_b03_004,train,0.236,ss_train_exp_b03_017,0.333,True,0.065,0.236
0.161,False,ss_train_exp_b03_008,train,0.203,ss_train_exp_b03_017,0.0,False,0.081,0.203
0.073,False,ss_seed_155,train,0.193,ss_train_exp_b03_017,0.0,False,0.078,0.193
0.078,False,ss_train_exp_b03_007,train,0.19,ss_train_exp_b03_017,0.0,True,0.071,0.19
0.1,False,ss_seed_150,train,0.189,ss_train_exp_b03_017,0.0,False,0.097,0.189
0.143,False,ss_train_exp_b03_002,train,0.207,ss_train_exp_b03_018,0.333,True,0.119,0.207
0.071,False,ss_train_exp_b03_001,train,0.182,ss_train_exp_b03_018,0.0,True,0.099,0.182
0.093,False,ss_train_exp_b03_009,train,0.178,ss_train_exp_b03_018,0.0,True,0.093,0.178
0.145,False,ss_train_exp_b03_011,train,0.172,ss_train_exp_b03_018,0.0,True,0.08,0.172
0.025,False,ss_seed_058,train,0.168,ss_train_exp_b03_018,0.0,False,0.049,0.168
0.23,False,ss_train_b02_003,train,0.218,ss_exp_b04_001,0.0,False,0.078,0.192
0.085,False,ss_seed_135,train,0.213,ss_exp_b04_001,0.0,False,0.128,0.213
0.089,False,ss_seed_140,dev,0.211,ss_exp_b04_001,0.0,False,0.117,0.211
0.089,False,ss_seed_126,train,0.201,ss_exp_b04_001,0.0,False,0.098,0.201
0.089,False,ss_seed_143,final_eval,0.197,ss_exp_b04_001,0.0,False,0.117,0.197
0.203,False,ss_train_exp_b03_010,train,0.246,ss_exp_b04_002,0.0,False,0.167,0.246
0.162,False,ss_expansion_b01_004,train,0.203,ss_exp_b04_002,0.0,False,0.114,0.203
0.197,False,ss_train_b02_003,train,0.191,ss_exp_b04_002,0.0,False,0.1,0.191
0.077,False,ss_seed_185,train,0.185,ss_exp_b04_002,0.0,False,0.075,0.185
0.056,False,ss_train_exp_b03_002,train,0.183,ss_exp_b04_002,0.0,False,0.097,0.183
0.14,False,ss_expansion_b01_012,train,0.232,ss_exp_b04_003,0.0,False,0.133,0.232
0.053,False,ss_seed_065,dev,0.22,ss_exp_b04_003,0.0,False,0.134,0.22
0.053,False,ss_seed_050,train,0.219,ss_exp_b04_003,0.0,False,0.132,0.219
0.053,False,ss_seed_062,dev,0.216,ss_exp_b04_003,0.0,False,0.182,0.216
0.053,False,ss_seed_055,train,0.21,ss_exp_b04_003,0.0,False,0.184,0.21
0.1,False,ss_exp_b04_001,train,0.242,ss_exp_b04_004,0.0,True,0.135,0.242
0.081,False,ss_train_b02_003,train,0.17,ss_exp_b04_004,0.0,False,0.111,0.17
0.024,False,ss_seed_135,train,0.156,ss_exp_b04_004,0.0,False,0.071,0.156
0.075,False,ss_seed_145,final_eval,0.152,ss_exp_b04_004,0.0,False,0.058,0.152
0.075,False,ss_seed_131,train,0.151,ss_exp_b04_004,0.0,False,0.033,0.151
0.19,False,ss_expansion_b01_008,train,0.191,ss_exp_b04_005,0.0,False,0.163,0.191
0.052,False,ss_exp_b04_003,train,0.181,ss_exp_b04_005,0.0,True,0.129,0.181
0.068,False,ss_seed_186,train,0.18,ss_exp_b04_005,0.0,False,0.098,0.18
0.094,False,ss_exp_b04_001,train,0.179,ss_exp_b04_005,0.0,False,0.092,0.179
0.068,False,ss_seed_193,train,0.174,ss_exp_b04_005,0.0,False,0.093,0.174
0.068,False,ss_seed_191,train,0.188,ss_exp_b04_006,0.0,False,0.113,0.188
0.061,False,ss_exp_b04_001,train,0.182,ss_exp_b04_006,0.0,True,0.084,0.182
0.068,False,ss_seed_198,final_eval,0.18,ss_exp_b04_006,0.0,False,0.108,0.18
0.0,False,ss_seed_187,train,0.177,ss_exp_b04_006,0.0,False,0.1,0.177
0.0,False,ss_train_b02_006,train,0.167,ss_exp_b04_006,0.0,False,0.167,0.137
0.127,False,ss_exp_b04_003,train,0.218,ss_exp_b04_007,0.0,True,0.098,0.218
0.077,False,ss_train_exp_b03_010,train,0.212,ss_exp_b04_007,0.0,False,0.169,0.212
0.023,False,ss_seed_047,final_eval,0.18,ss_exp_b04_007,0.0,False,0.099,0.18
0.059,False,ss_expansion_b01_004,train,0.18,ss_exp_b04_007,0.0,False,0.125,0.18
0.145,False,ss_exp_b04_001,train,0.177,ss_exp_b04_007,0.0,False,0.057,0.177
0.092,False,ss_exp_b04_001,train,0.182,ss_exp_b04_008,0.0,False,0.083,0.182
0.067,False,ss_seed_145,final_eval,0.168,ss_exp_b04_008,0.0,False,0.087,0.168
0.079,False,ss_train_b02_006,train,0.159,ss_exp_b04_008,0.0,False,0.094,0.159
0.033,False,ss_exp_b04_003,train,0.156,ss_exp_b04_008,0.0,True,0.097,0.156
0.059,False,ss_train_b02_003,train,0.151,ss_exp_b04_008,0.0,False,0.096,0.151
0.298,False,ss_exp_b04_001,train,0.29,ss_exp_b04_009,0.0,True,0.136,0.29
0.043,False,ss_seed_140,dev,0.209,ss_exp_b04_009,0.0,False,0.096,0.209
